c-ip,Organization
128.54.43.79,"UCSD-1 (University of California, San Diego)"
128.54.43.80,"UCSD-1 (University of California, San Diego)"
128.54.43.81,"UCSD-1 (University of California, San Diego)"
128.54.43.83,"UCSD-1 (University of California, San Diego)"
128.54.43.84,"UCSD-1 (University of California, San Diego)"
128.54.43.85,"UCSD-1 (University of California, San Diego)"
128.54.43.88,"UCSD-1 (University of California, San Diego)"
128.54.43.98,"UCSD-1 (University of California, San Diego)"
128.54.43.99,"UCSD-1 (University of California, San Diego)"
128.54.46.101,"UCSD-1 (University of California, San Diego)"
128.54.46.108,"UCSD-1 (University of California, San Diego)"
128.54.46.109,"UCSD-1 (University of California, San Diego)"
128.54.46.113,"UCSD-1 (University of California, San Diego)"
128.54.46.12,"UCSD-1 (University of California, San Diego)"
128.54.46.17,"UCSD-1 (University of California, San Diego)"
128.54.46.19,"UCSD-1 (University of California, San Diego)"
128.54.46.37,"UCSD-1 (University of California, San Diego)"
128.54.46.75,"UCSD-1 (University of California, San Diego)"
128.54.47.143,"UCSD-1 (University of California, San Diego)"
128.54.48.105,"UCSD-1 (University of California, San Diego)"
128.54.48.112,"UCSD-1 (University of California, San Diego)"
128.54.48.130,"UCSD-1 (University of California, San Diego)"
128.54.48.134,"UCSD-1 (University of California, San Diego)"
128.54.48.140,"UCSD-1 (University of California, San Diego)"
128.54.48.141,"UCSD-1 (University of California, San Diego)"
128.54.48.175,"UCSD-1 (University of California, San Diego)"
128.54.48.194,"UCSD-1 (University of California, San Diego)"
128.54.48.232,"UCSD-1 (University of California, San Diego)"
128.54.48.32,"UCSD-1 (University of California, San Diego)"
128.54.48.34,"UCSD-1 (University of California, San Diego)"
128.54.48.40,"UCSD-1 (University of California, San Diego)"
128.54.48.54,"UCSD-1 (University of California, San Diego)"
128.54.48.56,"UCSD-1 (University of California, San Diego)"
128.54.48.58,"UCSD-1 (University of California, San Diego)"
128.54.48.66,"UCSD-1 (University of California, San Diego)"
128.54.48.67,"UCSD-1 (University of California, San Diego)"
128.54.48.77,"UCSD-1 (University of California, San Diego)"
128.54.49.140,"UCSD-1 (University of California, San Diego)"
128.54.49.176,"UCSD-1 (University of California, San Diego)"
128.54.49.24,"UCSD-1 (University of California, San Diego)"
128.54.49.30,"UCSD-1 (University of California, San Diego)"
128.54.49.48,"UCSD-1 (University of California, San Diego)"
128.54.49.97,"UCSD-1 (University of California, San Diego)"
128.54.5.102,"UCSD-1 (University of California, San Diego)"
128.54.5.104,"UCSD-1 (University of California, San Diego)"
128.54.5.116,"UCSD-1 (University of California, San Diego)"
128.54.5.118,"UCSD-1 (University of California, San Diego)"
128.54.5.121,"UCSD-1 (University of California, San Diego)"
128.54.5.193,"UCSD-1 (University of California, San Diego)"
128.54.5.225,"UCSD-1 (University of California, San Diego)"
128.54.5.34,"UCSD-1 (University of California, San Diego)"
128.54.5.39,"UCSD-1 (University of California, San Diego)"
128.54.5.56,"UCSD-1 (University of California, San Diego)"
128.54.5.6,"UCSD-1 (University of California, San Diego)"
128.54.5.80,"UCSD-1 (University of California, San Diego)"
128.54.50.235,"UCSD-1 (University of California, San Diego)"
128.54.50.39,"UCSD-1 (University of California, San Diego)"
128.54.57.161,"UCSD-1 (University of California, San Diego)"
128.54.59.203,"UCSD-1 (University of California, San Diego)"
128.54.62.165,"UCSD-1 (University of California, San Diego)"
128.54.63.141,"UCSD-1 (University of California, San Diego)"
128.54.63.198,"UCSD-1 (University of California, San Diego)"
128.54.63.219,"UCSD-1 (University of California, San Diego)"
128.54.75.77,"UCSD-1 (University of California, San Diego)"
128.54.8.190,"UCSD-1 (University of California, San Diego)"
128.54.8.218,"UCSD-1 (University of California, San Diego)"
128.59.147.52,"COLUMB (Columbia University)"
128.59.149.103,"COLUMB (Columbia University)"
128.59.149.5,"COLUMB (Columbia University)"
128.59.23.105,"COLUMB (Columbia University)"
128.59.23.180,"COLUMB (Columbia University)"
128.59.235.109,"COLUMB (Columbia University)"
128.59.235.183,"COLUMB (Columbia University)"
128.59.235.193,"COLUMB (Columbia University)"
128.59.235.50,"COLUMB (Columbia University)"
128.59.243.237,"COLUMB (Columbia University)"
128.59.243.59,"COLUMB (Columbia University)"
128.59.246.230,"COLUMB (Columbia University)"
128.59.246.90,"COLUMB (Columbia University)"
128.59.247.145,"COLUMB (Columbia University)"
128.59.247.159,"COLUMB (Columbia University)"
128.59.247.37,"COLUMB (Columbia University)"
128.59.247.57,"COLUMB (Columbia University)"
128.59.247.81,"COLUMB (Columbia University)"
128.59.247.98,"COLUMB (Columbia University)"
128.59.46.238,"COLUMB (Columbia University)"
128.59.63.138,"COLUMB (Columbia University)"
128.59.63.224,"COLUMB (Columbia University)"
128.59.63.41,"COLUMB (Columbia University)"
128.59.86.105,"COLUMB (Columbia University)"
128.6.22.199,"RUTGER (Rutgers University)"
128.6.23.98,"RUTGER (Rutgers University)"
128.6.36.128,"RUTGER (Rutgers University)"
128.6.36.131,"RUTGER (Rutgers University)"
128.6.36.132,"RUTGER (Rutgers University)"
128.6.36.137,"RUTGER (Rutgers University)"
128.6.36.138,"RUTGER (Rutgers University)"
128.6.36.143,"RUTGER (Rutgers University)"
128.6.36.153,"RUTGER (Rutgers University)"
128.6.36.171,"RUTGER (Rutgers University)"
128.6.36.175,"RUTGER (Rutgers University)"
128.6.36.177,"RUTGER (Rutgers University)"
128.6.36.179,"RUTGER (Rutgers University)"
128.6.36.211,"RUTGER (Rutgers University)"
128.6.36.213,"RUTGER (Rutgers University)"
128.6.36.214,"RUTGER (Rutgers University)"
128.6.36.216,"RUTGER (Rutgers University)"
128.6.36.230,"RUTGER (Rutgers University)"
128.6.36.231,"RUTGER (Rutgers University)"
128.6.36.246,"RUTGER (Rutgers University)"
128.6.36.254,"RUTGER (Rutgers University)"
128.6.36.67,"RUTGER (Rutgers University)"
128.6.36.85,"RUTGER (Rutgers University)"
128.6.36.92,"RUTGER (Rutgers University)"
128.6.36.99,"RUTGER (Rutgers University)"
128.6.37.103,"RUTGER (Rutgers University)"
128.6.37.110,"RUTGER (Rutgers University)"
128.6.37.111,"RUTGER (Rutgers University)"
128.6.37.130,"RUTGER (Rutgers University)"
128.6.37.134,"RUTGER (Rutgers University)"
128.6.37.135,"RUTGER (Rutgers University)"
128.6.37.136,"RUTGER (Rutgers University)"
128.6.37.141,"RUTGER (Rutgers University)"
128.6.37.142,"RUTGER (Rutgers University)"
128.6.37.166,"RUTGER (Rutgers University)"
128.6.37.202,"RUTGER (Rutgers University)"
128.6.37.206,"RUTGER (Rutgers University)"
128.6.37.207,"RUTGER (Rutgers University)"
128.6.37.222,"RUTGER (Rutgers University)"
128.6.37.38,"RUTGER (Rutgers University)"
128.6.37.40,"RUTGER (Rutgers University)"
128.6.37.42,"RUTGER (Rutgers University)"
128.6.37.5,"RUTGER (Rutgers University)"
128.6.37.70,"RUTGER (Rutgers University)"
128.6.50.246,"RUTGER (Rutgers University)"
128.6.56.165,"RUTGER (Rutgers University)"
128.6.56.184,"RUTGER (Rutgers University)"
128.6.56.214,"RUTGER (Rutgers University)"
128.6.56.215,"RUTGER (Rutgers University)"
128.6.56.240,"RUTGER (Rutgers University)"
128.61.102.37,"GIT-Z (Georgia Institute of Technology)"
128.61.111.186,"GIT-Z (Georgia Institute of Technology)"
128.61.114.235,"GIT-Z (Georgia Institute of Technology)"
128.61.122.115,"GIT-Z (Georgia Institute of Technology)"
128.61.122.73,"GIT-Z (Georgia Institute of Technology)"
128.61.126.64,"GIT-Z (Georgia Institute of Technology)"
128.61.133.179,"GIT-Z (Georgia Institute of Technology)"
128.61.17.77,"GIT-Z (Georgia Institute of Technology)"
128.61.18.236,"GIT-Z (Georgia Institute of Technology)"
128.61.20.96,"GIT-Z (Georgia Institute of Technology)"
128.61.21.172,"GIT-Z (Georgia Institute of Technology)"
128.61.22.242,"GIT-Z (Georgia Institute of Technology)"
128.61.27.39,"GIT-Z (Georgia Institute of Technology)"
128.61.27.98,"GIT-Z (Georgia Institute of Technology)"
128.61.32.96,"GIT-Z (Georgia Institute of Technology)"
128.61.34.161,"GIT-Z (Georgia Institute of Technology)"
128.61.44.203,"GIT-Z (Georgia Institute of Technology)"
128.61.46.70,"GIT-Z (Georgia Institute of Technology)"
128.61.46.92,"GIT-Z (Georgia Institute of Technology)"
128.61.53.233,"GIT-Z (Georgia Institute of Technology)"
128.61.55.143,"GIT-Z (Georgia Institute of Technology)"
128.61.57.112,"GIT-Z (Georgia Institute of Technology)"
128.61.61.122,"GIT-Z (Georgia Institute of Technology)"
128.61.62.246,"GIT-Z (Georgia Institute of Technology)"
128.61.64.188,"GIT-Z (Georgia Institute of Technology)"
128.61.65.216,"GIT-Z (Georgia Institute of Technology)"
128.61.74.92,"GIT-Z (Georgia Institute of Technology)"
128.61.77.42,"GIT-Z (Georgia Institute of Technology)"
128.61.78.84,"GIT-Z (Georgia Institute of Technology)"
128.61.78.95,"GIT-Z (Georgia Institute of Technology)"
128.61.9.185,"GIT-Z (Georgia Institute of Technology)"
128.61.96.237,"GIT-Z (Georgia Institute of Technology)"
128.62.16.217,"UTAA (University of Texas at Austin)"
128.62.16.248,"UTAA (University of Texas at Austin)"
128.62.16.89,"UTAA (University of Texas at Austin)"
128.62.17.135,"UTAA (University of Texas at Austin)"
128.62.17.200,"UTAA (University of Texas at Austin)"
128.62.17.3,"UTAA (University of Texas at Austin)"
128.62.17.48,"UTAA (University of Texas at Austin)"
128.62.18.190,"UTAA (University of Texas at Austin)"
128.62.19.16,"UTAA (University of Texas at Austin)"
128.62.20.109,"UTAA (University of Texas at Austin)"
128.62.20.110,"UTAA (University of Texas at Austin)"
128.62.20.167,"UTAA (University of Texas at Austin)"
128.62.20.245,"UTAA (University of Texas at Austin)"
128.62.20.91,"UTAA (University of Texas at Austin)"
128.62.20.98,"UTAA (University of Texas at Austin)"
128.62.21.253,"UTAA (University of Texas at Austin)"
128.62.21.48,"UTAA (University of Texas at Austin)"
128.62.21.86,"UTAA (University of Texas at Austin)"
128.62.22.132,"UTAA (University of Texas at Austin)"
128.62.22.150,"UTAA (University of Texas at Austin)"
128.62.22.159,"UTAA (University of Texas at Austin)"
128.62.22.187,"UTAA (University of Texas at Austin)"
128.62.23.193,"UTAA (University of Texas at Austin)"
128.62.23.242,"UTAA (University of Texas at Austin)"
128.62.23.25,"UTAA (University of Texas at Austin)"
128.62.23.31,"UTAA (University of Texas at Austin)"
128.62.23.53,"UTAA (University of Texas at Austin)"
128.62.23.76,"UTAA (University of Texas at Austin)"
128.62.23.83,"UTAA (University of Texas at Austin)"
128.62.24.165,"UTAA (University of Texas at Austin)"
128.62.24.246,"UTAA (University of Texas at Austin)"
128.62.25.104,"UTAA (University of Texas at Austin)"
128.62.25.167,"UTAA (University of Texas at Austin)"
128.62.25.191,"UTAA (University of Texas at Austin)"
128.62.25.208,"UTAA (University of Texas at Austin)"
128.62.25.81,"UTAA (University of Texas at Austin)"
128.62.26.41,"UTAA (University of Texas at Austin)"
128.62.26.65,"UTAA (University of Texas at Austin)"
128.62.27.14,"UTAA (University of Texas at Austin)"
128.62.27.68,"UTAA (University of Texas at Austin)"
128.62.27.92,"UTAA (University of Texas at Austin)"
128.62.28.113,"UTAA (University of Texas at Austin)"
128.62.28.123,"UTAA (University of Texas at Austin)"
128.62.28.200,"UTAA (University of Texas at Austin)"
128.62.28.239,"UTAA (University of Texas at Austin)"
128.62.28.77,"UTAA (University of Texas at Austin)"
128.62.29.174,"UTAA (University of Texas at Austin)"
128.62.29.213,"UTAA (University of Texas at Austin)"
128.62.29.57,"UTAA (University of Texas at Austin)"
128.62.30.179,"UTAA (University of Texas at Austin)"
128.62.30.232,"UTAA (University of Texas at Austin)"
128.62.31.149,"UTAA (University of Texas at Austin)"
128.62.31.205,"UTAA (University of Texas at Austin)"
128.62.31.43,"UTAA (University of Texas at Austin)"
128.62.32.116,"UTAA (University of Texas at Austin)"
128.62.32.171,"UTAA (University of Texas at Austin)"
128.62.32.182,"UTAA (University of Texas at Austin)"
128.62.32.200,"UTAA (University of Texas at Austin)"
128.62.32.77,"UTAA (University of Texas at Austin)"
128.62.33.135,"UTAA (University of Texas at Austin)"
128.62.33.222,"UTAA (University of Texas at Austin)"
128.62.33.62,"UTAA (University of Texas at Austin)"
128.62.33.75,"UTAA (University of Texas at Austin)"
128.62.34.156,"UTAA (University of Texas at Austin)"
128.62.34.173,"UTAA (University of Texas at Austin)"
128.62.34.199,"UTAA (University of Texas at Austin)"
128.62.34.237,"UTAA (University of Texas at Austin)"
128.62.34.53,"UTAA (University of Texas at Austin)"
128.62.35.189,"UTAA (University of Texas at Austin)"
128.62.35.228,"UTAA (University of Texas at Austin)"
128.62.35.232,"UTAA (University of Texas at Austin)"
128.62.35.42,"UTAA (University of Texas at Austin)"
128.62.37.168,"UTAA (University of Texas at Austin)"
128.62.37.225,"UTAA (University of Texas at Austin)"
128.62.38.130,"UTAA (University of Texas at Austin)"
128.62.38.156,"UTAA (University of Texas at Austin)"
128.62.38.226,"UTAA (University of Texas at Austin)"
128.62.38.94,"UTAA (University of Texas at Austin)"
128.62.39.129,"UTAA (University of Texas at Austin)"
128.62.39.140,"UTAA (University of Texas at Austin)"
128.62.39.156,"UTAA (University of Texas at Austin)"
128.62.39.168,"UTAA (University of Texas at Austin)"
128.62.39.178,"UTAA (University of Texas at Austin)"
128.62.39.97,"UTAA (University of Texas at Austin)"
128.62.40.35,"UTAA (University of Texas at Austin)"
128.62.40.48,"UTAA (University of Texas at Austin)"
128.62.40.59,"UTAA (University of Texas at Austin)"
128.62.41.11,"UTAA (University of Texas at Austin)"
128.62.41.151,"UTAA (University of Texas at Austin)"
128.62.41.216,"UTAA (University of Texas at Austin)"
128.62.42.1,"UTAA (University of Texas at Austin)"
128.62.42.10,"UTAA (University of Texas at Austin)"
128.62.42.150,"UTAA (University of Texas at Austin)"
128.62.42.229,"UTAA (University of Texas at Austin)"
128.62.42.38,"UTAA (University of Texas at Austin)"
128.62.42.87,"UTAA (University of Texas at Austin)"
128.62.43.122,"UTAA (University of Texas at Austin)"
128.62.43.196,"UTAA (University of Texas at Austin)"
128.62.43.28,"UTAA (University of Texas at Austin)"
128.62.43.38,"UTAA (University of Texas at Austin)"
128.62.44.154,"UTAA (University of Texas at Austin)"
128.62.44.42,"UTAA (University of Texas at Austin)"
128.62.44.81,"UTAA (University of Texas at Austin)"
128.62.45.126,"UTAA (University of Texas at Austin)"
128.62.45.163,"UTAA (University of Texas at Austin)"
128.62.45.183,"UTAA (University of Texas at Austin)"
128.62.45.252,"UTAA (University of Texas at Austin)"
128.62.45.36,"UTAA (University of Texas at Austin)"
128.62.45.88,"UTAA (University of Texas at Austin)"
128.62.46.130,"UTAA (University of Texas at Austin)"
128.62.46.239,"UTAA (University of Texas at Austin)"
128.62.46.241,"UTAA (University of Texas at Austin)"
128.62.47.111,"UTAA (University of Texas at Austin)"
128.62.47.192,"UTAA (University of Texas at Austin)"
128.62.47.206,"UTAA (University of Texas at Austin)"
128.62.47.34,"UTAA (University of Texas at Austin)"
128.62.47.35,"UTAA (University of Texas at Austin)"
128.62.47.43,"UTAA (University of Texas at Austin)"
128.62.47.97,"UTAA (University of Texas at Austin)"
128.62.48.168,"UTAA (University of Texas at Austin)"
128.62.49.63,"UTAA (University of Texas at Austin)"
128.62.50.101,"UTAA (University of Texas at Austin)"
128.62.51.54,"UTAA (University of Texas at Austin)"
128.62.52.187,"UTAA (University of Texas at Austin)"
128.62.54.125,"UTAA (University of Texas at Austin)"
128.62.54.199,"UTAA (University of Texas at Austin)"
128.62.54.2,"UTAA (University of Texas at Austin)"
128.62.55.194,"UTAA (University of Texas at Austin)"
128.62.56.49,"UTAA (University of Texas at Austin)"
128.62.58.109,"UTAA (University of Texas at Austin)"
128.62.58.236,"UTAA (University of Texas at Austin)"
128.62.59.233,"UTAA (University of Texas at Austin)"
